sub,POA,token,syll_dur,v_dur,Av,Ahi,max23,Av.Ahi,Av.max23
2,2,53,0.1229,0.0869,23.9,0.8,-4.5,23.1,28.4
3,2,89,0.1845,0.124,24.2,-5.2,-4.2,29.4,28.4
5,2,157,0.1,0.0734,34,5.4,5.6,28.6,28.4
6,1,25,0.2221,0.1653,37,-10.1,8.6,47.1,28.4
3,1,38,0.1817,0.1672,27.1,-17.7,-1.3,44.8,28.4
3,2,9,0.4323,0.3535,29.6,1.4,1.2,28.2,28.4
1,2,75,0.1266,0.0914,37.1,13.1,8.6,24,28.5
1,1,67,0.0649,0.0475,30,-5.1,1.5,35.1,28.5
3,2,108,0.1919,0.1552,25.1,-11,-3.4,36.1,28.5
3,2,117,0.2098,0.1509,28.2,-13.3,-0.3,41.5,28.5
5,1,46,0.1173,0.104,23.2,-11.4,-5.3,34.6,28.5
5,2,111,0.224,0.1671,34.9,6.6,6.4,28.3,28.5
5,2,114,0.2074,0.154,36.5,-3,8,39.5,28.5
5,3,253,0.116,0.0809,33,-4.2,4.5,37.2,28.5
6,2,167,0.0738,0.0243,28.9,-13,0.4,41.9,28.5
5,2,189,0.0693,0.0462,36.7,17.4,8.2,19.3,28.5
1,3,9,0.2278,0.1296,33.4,-1.9,4.8,35.3,28.6
2,2,67,0.1542,0.1115,11.2,-24.9,-17.4,36.1,28.6
6,2,183,0.0909,0.0551,34.4,-0.3,5.8,34.7,28.6
3,1,83,0.1093,0.0758,22,-10.4,-6.6,32.4,28.6
6,3,241,0.1176,0.0759,30.6,-11.9,2,42.5,28.6
2,1,65,0.1151,0.0814,14.7,-27.3,-14,42,28.7
3,1,31,0.236,0.1377,28,1.9,-0.7,26.1,28.7
3,2,57,0.284,0.2152,25.3,-5.5,-3.4,30.8,28.7
5,2,180,0.0764,0.0515,43.4,18.4,14.7,25,28.7
6,2,148,0.0955,0.0498,25.7,-9.7,-3,35.4,28.7
1,3,22,0.2224,0.185,32.1,-6.5,3.4,38.6,28.7
3,2,73,0.2874,0.2277,24.6,-12.3,-4.1,36.9,28.7
5,2,195,0.0811,0.0515,40.9,16.3,12.1,24.6,28.8
1,1,27,0.1451,0.1189,25.7,-11.1,-3.1,36.8,28.8
3,2,70,0.2797,0.2052,21.1,-6.8,-7.7,27.9,28.8
5,1,52,0.0994,0.0888,31.8,-4,3,35.8,28.8
5,2,194,0.0841,0.0408,38.7,15.5,9.9,23.2,28.8
3,2,71,0.2934,0.2084,23.8,-13.1,-5.1,36.9,28.9
6,1,8,0.3196,0.2546,38.8,-2.7,9.9,41.5,28.9
6,3,254,0.0759,0.0507,30.9,-11.5,2,42.4,28.9
5,1,85,0.0544,0.0314,39.7,13.1,10.8,26.6,28.9
5,2,150,0.09,0.0657,34.8,9.1,5.8,25.7,29
6,2,152,0.1182,0.0624,23.5,-12.3,-5.5,35.8,29
2,1,70,0.1582,0.1035,9.6,-30,-19.5,39.6,29.1
3,1,44,0.2267,0.1826,25.6,-11.1,-3.5,36.7,29.1
3,3,55,0.331,0.2418,25.1,-7,-4,32.1,29.1
5,3,242,0.0943,0.0692,34.5,-10.7,5.4,45.2,29.1
3,1,12,0.3765,0.2928,29.8,4.4,0.6,25.4,29.2
3,1,20,0.2383,0.1723,28.9,-0.02,-0.3,28.92,29.2
3,2,14,0.3501,0.2804,27.2,-1.7,-2,28.9,29.2
2,1,25,0.254,0.2067,17.6,-22.4,-11.6,40,29.2
2,1,66,0.0979,0.0561,13.9,-26.6,-15.3,40.5,29.2
1,2,54,0.1261,0.0916,36,12.7,6.7,23.3,29.3
1,1,59,0.0622,0.048,29.5,-12.8,0.2,42.3,29.3
3,1,41,0.1964,0.1392,25.3,-7.8,-4,33.1,29.3
6,1,12,0.2342,0.1774,40.2,-10.4,10.9,50.6,29.3
1,1,70,0.0729,0.0562,31.4,1.5,2,29.9,29.4
2,3,66,0.1318,0.1048,14.8,-26.4,-14.6,41.2,29.4
3,2,59,0.2843,0.2318,23.7,-1.9,-5.7,25.6,29.4
3,2,66,0.287,0.2631,28.9,5.6,-0.5,23.3,29.4
3,2,76,0.3088,0.2376,22,-15.3,-7.4,37.3,29.4
5,2,183,0.0622,0.0539,39.4,9.3,10,30.1,29.4
1,2,38,0.1661,0.1249,29.1,8.6,-0.3,20.5,29.4
1,2,76,0.0929,0.0659,26.8,9,-2.6,17.8,29.4
3,2,105,0.2046,0.1679,28.3,3.5,-1.1,24.8,29.4
5,2,103,0.2595,0.1588,33.1,2.9,3.7,30.2,29.4
1,2,79,0.0983,0.0669,31.5,8.5,2,23,29.5
1,1,36,0.1423,0.1139,26.7,-3.3,-2.8,30,29.5
3,1,65,0.2579,0.2047,20.6,-14.1,-8.9,34.7,29.5
3,1,97,0.1108,0.0791,17.3,-11.2,-12.2,28.5,29.5
3,2,104,0.2228,0.1382,23.7,-6.3,-5.8,30,29.5
3,2,126,0.2164,0.1602,23.5,-18.5,-6,42,29.5
5,2,197,0.1048,0.0865,39.6,17.4,10.1,22.2,29.5
6,1,19,0.2149,0.1525,38.4,-8.3,8.9,46.7,29.5
6,2,157,0.1109,0.0697,26.6,-12.4,-2.9,39,29.5
6,2,173,0.0947,0.0407,32.3,-2.2,2.7,34.5,29.6
3,2,43,0.2718,0.2107,27.3,-9.8,-2.3,37.1,29.6
5,2,105,0.2406,0.1777,32.5,6.5,2.9,26,29.6
1,1,39,0.1784,0.1383,31.7,-6.7,2,38.4,29.7
3,1,43,0.2282,0.164,26.3,-4.1,-3.4,30.4,29.7
5,1,53,0.1163,0.1065,29.5,-15.6,-0.2,45.1,29.7
5,2,121,0.1262,0.0954,31.7,-6.5,2,38.2,29.7
5,1,42,0.1027,0.0932,28.6,-12.8,-1.1,41.4,29.7
5,2,170,0.0723,0.0545,31.7,12.3,1.9,19.4,29.8
1,2,70,0.1097,0.0833,35.4,4.3,5.5,31.1,29.9
1,1,21,0.151,0.1099,33.4,-3.3,3.5,36.7,29.9
3,3,59,0.3042,0.2422,17.4,-7.4,-12.5,24.8,29.9
5,2,131,0.1179,0.0847,36.9,-2.9,7,39.8,29.9
5,3,239,0.0909,0.0709,34.5,-0.3,4.6,34.8,29.9
2,2,69,0.1752,0.1263,8.8,-22,-21.1,30.8,29.9
1,1,32,0.147,0.1268,28.4,-9.2,-1.6,37.6,30
1,1,76,0.0718,0.0537,29.7,1,-0.3,28.7,30
2,1,69,0.1559,0.1139,12.3,-29.3,-17.7,41.6,30
3,1,107,0.2563,0.2064,33.5,-6.4,3.5,39.9,30
3,2,51,0.2313,0.1572,31.4,-11.2,1.4,42.6,30
3,2,62,0.3002,0.2306,28.2,-7.3,-1.8,35.5,30
3,2,91,0.1989,0.1881,21.9,-8.4,-8.1,30.3,30
2,2,51,0.1217,0.0711,26.7,-5.5,-3.4,32.2,30.1
5,2,167,0.0734,0.0539,31.7,14.8,1.6,16.9,30.1
5,3,257,0.0943,0.0792,43.8,8,13.7,35.8,30.1
6,1,9,0.3109,0.2387,40.9,2.7,10.8,38.2,30.1
5,1,59,0.0598,0.0489,41.7,5.9,11.6,35.8,30.1
6,3,259,0.1245,0.0528,28.1,-7.6,-2,35.7,30.1
5,2,179,0.09,0.0723,48.8,23.5,18.6,25.3,30.2
6,3,263,0.1028,0.073,33.8,-16.4,3.6,50.2,30.2
5,1,31,0.0916,0.0803,36.9,-5.1,6.7,42,30.2
5,2,190,0.0711,0.0474,36.5,14.8,6.3,21.7,30.2
5,3,245,0.0976,0.0751,35.4,-6.9,5.2,42.3,30.2
5,3,260,0.0676,0.053,41,-2.1,10.8,43.1,30.2
5,2,115,0.2044,0.1594,32.2,-3,2,35.2,30.2
3,1,66,0.2898,0.2033,23.1,-4.7,-7.2,27.8,30.3
3,1,70,0.2849,0.2095,26.6,-9.6,-3.7,36.2,30.3
3,2,100,0.2711,0.1658,26.6,-7.6,-3.7,34.2,30.3
5,2,135,0.1191,0.0717,30,-12,-0.3,42,30.3
5,2,138,0.096,0.0681,29,3.3,-1.3,25.7,30.3
6,2,186,0.0821,0.0407,30,-4.6,-0.3,34.6,30.3
6,2,188,0.1004,0.055,32.2,1.9,1.9,30.3,30.3
3,2,98,0.1858,0.1239,22.3,-3.5,-8.1,25.8,30.4
1,2,21,0.1464,0.1228,34.1,12.6,3.7,21.5,30.4
3,2,39,0.2737,0.1816,26.6,-5.9,-3.8,32.5,30.4
1,2,39,0.1511,0.1196,30.9,8.9,0.4,22,30.5
1,1,23,0.1137,0.0921,29.5,-4.5,-1,34,30.5
3,1,87,0.1111,0.0853,18.5,-12.2,-12,30.7,30.5
3,2,107,0.2111,0.1306,24.2,-9,-6.3,33.2,30.5
5,1,79,0.0609,0.0498,44,3.2,13.5,40.8,30.5
6,1,29,0.1503,0.0881,37.9,-8.3,7.4,46.2,30.5
6,2,169,0.0827,0.0544,33.5,4.7,3,28.8,30.5
6,3,265,0.101,0.0656,30.1,-7.5,-0.4,37.6,30.5
1,3,29,0.1259,0.0996,29.9,-8.1,-0.7,38,30.6
3,2,99,0.213,0.1362,26.4,-9.1,-4.2,35.5,30.6
6,3,271,0.0766,0.048,31.4,-8.5,0.8,39.9,30.6
2,2,58,0.145,0.1057,19.6,-14.6,-11,34.2,30.6
6,2,182,0.0868,0.0405,31.8,-5.1,1.2,36.9,30.6
1,1,66,0.0689,0.0516,29.9,1.7,-0.8,28.2,30.7
5,1,4,0.1918,0.1564,34.5,8.7,3.8,25.8,30.7
2,2,61,0.1362,0.092,21.6,-22.1,-9.1,43.7,30.7
5,2,122,0.1179,0.0711,30.1,-6.6,-0.6,36.7,30.7
1,2,61,0.1066,0.0824,34.3,6.9,3.5,27.4,30.8
6,2,166,0.0178,0.0139,24.9,-13.8,-5.9,38.7,30.8
1,2,41,0.2229,0.1847,31.1,5.2,0.3,25.9,30.8
1,2,56,0.1086,0.0835,35.1,13,4.3,22.1,30.8
1,2,69,0.1224,0.0841,32.6,13.9,1.8,18.7,30.8
3,1,23,0.2152,0.1568,29,1.7,-1.8,27.3,30.8
3,2,63,0.3021,0.2345,28,-9.5,-2.8,37.5,30.8
5,1,27,0.0817,0.0696,36.2,-13.3,5.4,49.5,30.8
3,1,104,0.1175,0.1048,22.4,-21,-8.5,43.4,30.9
5,1,32,0.1097,0.0989,32.4,-9.2,1.5,41.6,30.9
3,1,36,0.2044,0.1505,31.6,-4.2,0.7,35.8,30.9
5,2,108,0.2287,0.1718,32.2,1.2,1.3,31,30.9
6,1,28,0.1264,0.0805,40.8,-8.3,9.8,49.1,31
1,1,25,0.1383,0.1216,29.5,-5,-1.5,34.5,31
1,1,56,0.0745,0.0578,26.4,-6.2,-4.6,32.6,31
2,3,61,0.0959,0.082,22.9,-21.4,-8.1,44.3,31
3,1,19,0.2152,0.1709,28,-8.3,-3,36.3,31
5,3,259,0.0951,0.0826,46,14.5,15,31.5,31
6,1,98,0.0807,0.0491,37.3,-17.7,6.2,55,31.1
5,3,261,0.0909,0.0617,40.5,7.3,9.4,33.2,31.1
6,2,199,0.1309,0.1092,32,-1.2,0.8,33.2,31.2
6,3,262,0.1072,0.0681,28.8,-15.1,-2.4,43.9,31.2
2,1,43,0.1848,0.1312,13.1,-25.5,-18.1,38.6,31.2
5,1,37,0.0789,0.0681,29.6,-5.3,-1.6,34.9,31.2
1,1,53,0.0639,0.0478,28.9,-8,-2.4,36.9,31.3
1,1,73,0.0662,0.049,29,-1.9,-2.3,30.9,31.3
3,2,116,0.2099,0.1368,24.6,-14.8,-6.7,39.4,31.3
6,2,178,0.0914,0.0489,32.1,-5.5,0.8,37.6,31.3
2,1,74,0.1621,0.1263,3.9,-33.8,-27.5,37.7,31.4
3,2,112,0.2084,0.1672,24.2,-18.2,-7.2,42.4,31.4
2,2,46,0.1124,0.0475,2.1,-33.7,-29.3,35.8,31.4
3,2,42,0.2902,0.2119,26.6,-3.8,-4.8,30.4,31.4
3,2,121,0.1911,0.1586,25.1,-11,-6.3,36.1,31.4
3,2,41,0.2812,0.1775,28.4,-5.4,-3.1,33.8,31.5
3,2,72,0.3029,0.2459,24.1,-8.2,-7.4,32.3,31.5
5,2,101,0.2062,0.1576,31.8,-2.5,0.3,34.3,31.5
5,2,107,0.218,0.1766,40,7.5,8.5,32.5,31.5
6,1,14,0.2233,0.1832,39.4,-13.2,7.9,52.6,31.5
6,3,270,0.0887,0.0621,29.9,-9.1,-1.6,39,31.5
1,1,62,0.086,0.0618,28.9,1.1,-2.7,27.8,31.6
2,3,75,0.1281,0.0914,14.7,-29,-16.9,43.7,31.6
3,1,129,0.1598,0.1041,29.4,-9.8,-2.2,39.2,31.6
3,2,56,0.3259,0.2414,27.7,-7.3,-3.9,35,31.6
2,2,54,0.1873,0.1083,20.8,15.6,-10.8,5.2,31.6
2,2,66,0.136,0.0735,12.6,-27.2,-19,39.8,31.6
5,1,40,0.0752,0.06,27.2,-16.9,-4.4,44.1,31.6
5,1,91,0.0737,0.0485,47.3,6.7,15.6,40.6,31.7
2,1,31,0.1385,0.1056,19.5,-27.9,-12.2,47.4,31.7
5,1,45,0.0917,0.0795,28.8,-9.3,-2.9,38.1,31.7
5,2,104,0.2311,0.1825,31.2,4.1,-0.5,27.1,31.7
5,2,125,0.1315,0.0954,32.4,-9.7,0.7,42.1,31.7
6,1,15,0.217,0.164,39.4,-12.4,7.7,51.8,31.7
6,1,16,0.2215,0.1669,38.4,-7.4,6.7,45.8,31.7
1,1,78,0.1144,0.0837,34.1,-6.5,2.4,40.6,31.7
5,2,160,0.0971,0.0675,33.9,9.2,2.1,24.7,31.8
5,2,161,0.0634,0.0515,32.8,10.1,1,22.7,31.8
3,2,102,0.1911,0.1441,26.8,-6.8,-5,33.6,31.8
5,1,48,0.1072,0.0972,31.7,-3.5,-0.1,35.2,31.8
5,1,65,0.0586,0.0476,40.6,-8.6,8.8,49.2,31.8
5,2,118,0.1215,0.0871,34,-5.9,2.2,39.9,31.8
6,2,151,0.119,0.0723,28,-13.7,-3.8,41.7,31.8
5,3,270,0.0784,0.0701,37.5,-5.6,5.6,43.1,31.9
1,2,46,0.1003,0.0709,35.1,18.5,3.2,16.6,31.9
1,1,68,0.0658,0.0431,30.6,-1.4,-1.3,32,31.9
2,1,72,0.1309,0.0871,10.8,-28,-21.1,38.8,31.9
6,2,163,0.0997,0.06,24.6,-16.2,-7.3,40.8,31.9
1,2,66,0.106,0.0798,33.6,10.8,1.6,22.8,32
2,1,50,0.1961,0.1718,7.9,-34,-24.1,41.9,32
3,2,96,0.1896,0.1331,21.7,-1.1,-10.3,22.8,32
3,1,49,0.2324,0.1687,29.2,-12.9,-2.9,42.1,32.1
3,1,102,0.1697,0.1519,19.7,-16.7,-12.4,36.4,32.1
3,1,112,0.0687,0.0618,16.6,-18.3,-15.5,34.9,32.1
3,2,68,0.2854,0.2393,26.3,-6.5,-5.8,32.8,32.1
5,1,19,0.0748,0.06,35.4,-5.9,3.3,41.3,32.1
6,1,22,0.2022,0.1586,36.7,-13.1,4.6,49.8,32.1
6,1,44,0.1252,0.0766,34.6,-10.6,2.5,45.2,32.1
2,1,42,0.182,0.1352,17.1,-26.4,-15.1,43.5,32.2
6,1,34,0.1276,0.1041,37,-9.5,4.8,46.5,32.2
3,2,64,0.2436,0.1988,20,-11.7,-12.3,31.7,32.3
5,1,15,0.2004,0.1779,32.5,-0.4,0.2,32.9,32.3
5,1,43,0.0923,0.0714,33.9,-15.5,1.6,49.4,32.3
5,2,116,0.2068,0.1635,35.2,-2.3,2.9,37.5,32.3
6,1,50,0.1384,0.0849,39.2,-9.7,6.9,48.9,32.3
1,1,61,0.0624,0.0448,30.8,-1.2,-1.6,32,32.4
2,2,57,0.1807,0.1447,25.1,-19.3,-7.3,44.4,32.4
5,3,271,0.0826,0.0759,34.3,-11,1.9,45.3,32.4
6,1,18,0.2064,0.1513,34.8,-12.9,2.4,47.7,32.4
5,1,17,0.1819,0.1319,36.7,3.6,4.3,33.1,32.4
2,1,28,0.2219,0.1929,18,-22.3,-14.5,40.3,32.5
3,1,117,0.1296,0.1172,19.7,-16.1,-12.8,35.8,32.5
3,2,110,0.228,0.1573,26.9,-10,-5.6,36.9,32.5
5,1,39,0.0867,0.0766,27.3,-16.7,-5.2,44,32.5
6,1,11,0.2083,0.1505,42.2,-3.4,9.7,45.6,32.5
6,1,41,0.137,0.1058,32.7,-15.3,0.2,48,32.5
6,2,147,0.1061,0.0661,28.1,-8.9,-4.4,37,32.5
6,2,179,0.0852,0.0525,33.1,-7.9,0.6,41,32.5
6,2,193,0.0796,0.0478,29,-13.2,-3.5,42.2,32.5
6,2,198,0.0765,0.0446,31.7,-10.6,-0.8,42.3,32.5
1,1,60,0.0797,0.0612,30.5,1.9,-2.1,28.6,32.6
5,2,163,0.0782,0.0604,32.9,4.7,0.3,28.2,32.6
5,1,77,0.0622,0.0533,42.8,-8,10.1,50.8,32.7
6,2,160,0.1193,0.0674,25.4,-12.7,-7.3,38.1,32.7
6,1,24,0.2194,0.159,38.7,-12.5,6,51.2,32.7
3,1,21,0.2397,0.1751,29.9,2.4,-2.9,27.5,32.8
3,1,52,0.2157,0.1729,27,-6.6,-5.8,33.6,32.8
3,2,58,0.3155,0.2346,28,-8.2,-4.8,36.2,32.8
5,1,5,0.1912,0.1725,34.9,-4,2.1,38.9,32.8
6,1,94,0.764,0.052,34.9,-15.9,2.1,50.8,32.8
2,2,68,0.1366,0.0994,10.1,-23.1,-22.8,33.2,32.9
5,2,141,0.1114,0.0877,36.6,-4.4,3.7,41,32.9
6,2,185,0.0905,0.0402,31.3,-14,-1.6,45.3,32.9
1,2,35,0.1465,0.1218,32.4,4.3,-0.6,28.1,33
3,1,123,0.1432,0.1327,27.2,-12,-5.8,39.2,33
6,1,32,0.1342,0.1017,33.5,-17.6,0.5,51.1,33
6,3,257,0.0995,0.0505,31.6,-15.6,-1.4,47.2,33
6,3,273,0.1129,0.0831,33.4,-5,0.4,38.4,33
3,3,19,0.2278,0.178,32.3,3.1,-0.8,29.2,33.1
5,1,20,0.0775,0.0613,37.5,-14.4,4.4,51.9,33.1
5,2,178,0.0776,0.0551,44,18.5,10.9,25.5,33.1
6,1,84,0.0606,0.0497,34.7,-18.7,1.6,53.4,33.1
6,2,181,0.0837,0.0415,32.7,-2.3,-0.4,35,33.1
6,3,237,0.1358,0.0881,30.9,-12.5,-2.2,43.4,33.1
6,1,40,0.1373,0.1061,32.9,-15.6,-0.3,48.5,33.2
3,1,100,0.1471,0.0918,28.7,-5.3,-4.5,34,33.2
5,2,126,0.1191,0.0936,33.6,2.8,0.4,30.8,33.2
3,1,59,0.3014,0.1995,28.5,-4.4,-4.8,32.9,33.3
3,1,86,0.1065,0.0915,17.2,-24.1,-16.1,41.3,33.3
6,2,161,0.1087,0.0588,25.5,-15.3,-7.8,40.8,33.3
1,2,40,0.1306,0.104,30.1,2.1,-3.2,28,33.3
5,2,158,0.1031,0.0728,36.7,12.3,3.4,24.4,33.3
5,1,35,0.0883,0.0778,32.6,-11.8,-0.8,44.4,33.4
6,2,171,0.0882,0.0636,36,-6.2,2.6,42.2,33.4
3,1,118,0.1431,0.0967,22.1,-15.2,-11.3,37.3,33.4
1,2,77,0.1045,0.0814,32.7,12.8,-0.8,19.9,33.5
3,1,75,0.2769,0.2057,28.6,-20.3,-4.9,48.9,33.5
5,1,23,0.1036,0.0774,37.8,-10.9,4.2,48.7,33.6
2,1,73,0.1198,0.0933,5.7,-32.4,-27.9,38.1,33.6
6,2,164,0.1118,0.07,24.7,-11.9,-8.9,36.6,33.6
6,2,170,0.0839,0.0566,34.7,0.7,1.1,34,33.6
6,2,172,0.0986,0.0573,33,-1.5,-0.6,34.5,33.6
1,1,43,0.0673,0.052,35.8,-2.4,2.1,38.2,33.7
1,1,65,0.0657,0.0498,29.9,-1.8,-3.8,31.7,33.7
5,1,62,0.0677,0.0567,44,-7.3,10.3,51.3,33.7
5,1,82,0.0561,0.0471,44.2,-7.3,10.5,51.5,33.7
6,1,52,0.1275,0.0862,36.1,-10.5,2.4,46.6,33.7
6,2,156,0.1223,0.0677,26,-13.7,-7.7,39.7,33.7
5,1,10,0.1971,0.1771,34.4,-3.5,0.6,37.9,33.8
6,2,177,0.1009,0.0543,32.8,-7.1,-1,39.9,33.8
2,3,67,0.1285,0.0838,14.6,-26.5,-19.3,41.1,33.9
3,1,50,0.2072,0.1633,22.7,-20,-11.2,42.7,33.9
5,1,72,0.0602,0.05,41.8,-8.3,7.9,50.1,33.9
6,1,17,0.2272,0.1703,36.6,-12.1,2.7,48.7,33.9
5,1,36,0.0922,0.0818,33.9,-9.7,-0.1,43.6,34
6,1,92,0.0602,0.0491,33.1,-17.5,-0.9,50.6,34
3,1,39,0.1983,0.1447,28.3,-6.4,-5.8,34.7,34.1
6,1,23,0.1985,0.1668,39.5,-4.8,5.4,44.3,34.1
6,1,81,0.0877,0.0498,37.2,-15.6,3.1,52.8,34.1
6,2,175,0.1093,0.0551,33.9,2.2,-0.2,31.7,34.1
2,2,31,0.1906,0.135,22.7,-9.4,-11.5,32.1,34.2
6,2,195,0.093,0.0524,31.8,-9.5,-2.4,41.3,34.2
1,1,52,0.0795,0.0553,32.8,-2.5,-1.5,35.3,34.3
5,1,67,0.0747,0.0608,43.4,2.8,9,40.6,34.4
5,2,133,0.1262,0.0711,36.6,-6.4,2.2,43,34.4
6,1,90,0.0711,0.0433,34.5,-14.3,0.1,48.8,34.4
5,1,41,0.1034,0.0924,34.3,-13.7,-0.2,48,34.5
5,1,58,0.0623,0.0538,43.2,6.7,8.7,36.5,34.5
6,2,149,0.1208,0.0858,29.8,-9.1,-4.7,38.9,34.5
6,2,184,0.0892,0.0482,31.9,-3.1,-2.6,35,34.5
3,1,68,0.2278,0.158,29,-11.1,-5.6,40.1,34.6
5,1,12,0.1893,0.163,38.9,-2.1,4.3,41,34.6
6,2,165,0.1055,0.0667,23.7,-15.6,-10.9,39.3,34.6
6,3,261,0.0852,0.051,27.4,-17.5,-7.3,44.9,34.7
3,2,119,0.1976,0.1573,25.4,-12.6,-9.3,38,34.7
3,1,116,0.1346,0.122,17.1,-19.1,-17.7,36.2,34.8
6,1,46,0.1305,0.0866,39.9,-9,5.1,48.9,34.8
6,2,194,0.0825,0.0435,31.2,-13.5,-3.6,44.7,34.8
5,2,182,0.0645,0.0491,39.6,18.8,4.8,20.8,34.8
1,1,45,0.0597,0.0469,33.6,-1.2,-1.3,34.8,34.9
2,1,71,0.1489,0.0997,13.2,-31.7,-21.7,44.9,34.9
3,1,114,0.116,0.1042,22,-17.8,-12.9,39.8,34.9
3,2,111,0.1958,0.1452,24,-7.1,-10.9,31.1,34.9
5,1,26,0.091,0.0774,35,-15.6,0.1,50.6,34.9
5,2,140,0.1007,0.0734,31.1,14.9,-3.9,16.2,35
2,1,32,0.1426,0.1027,19.9,-24.4,-15.2,44.3,35.1
6,1,100,0.0587,0.0432,36.8,-13.5,1.7,50.3,35.1
6,2,180,0.0947,0.056,33.1,-0.5,-2,33.6,35.1
5,1,44,0.0867,0.077,34,-3.5,-1.2,37.5,35.2
5,2,129,0.1155,0.0835,34.2,-5.2,-1,39.4,35.2
1,1,75,0.0817,0.0569,33.5,1.1,-1.8,32.4,35.3
3,2,124,0.189,0.1581,27.3,-7.3,-8,34.6,35.3
6,2,154,0.1053,0.0752,29.9,-15.8,-5.4,45.7,35.3
6,2,189,0.085,0.049,28.5,-8.3,-6.8,36.8,35.3
1,1,38,0.1519,0.1233,31.3,-7.8,-4.1,39.1,35.4
3,1,69,0.2478,0.1698,26.6,-7.6,-8.8,34.2,35.4
3,1,72,0.3599,0.3022,34.2,-4.9,-1.2,39.1,35.4
5,1,49,0.0807,0.0696,29.8,-2,-5.7,31.8,35.5
6,1,35,0.1269,0.0949,36.3,-13.4,0.8,49.7,35.5
6,2,159,0.1155,0.0746,27.3,-13.5,-8.2,40.8,35.5
2,1,36,0.1704,0.1271,18.2,-31.4,-17.4,49.6,35.6
5,1,93,0.0904,0.0638,48.4,5.7,12.8,42.7,35.6
3,2,74,0.2645,0.212,23.3,-5.1,-12.4,28.4,35.7
5,1,55,0.0644,0.0528,43.9,8.6,8.2,35.3,35.7
6,3,260,0.0687,0.0512,29.5,-20,-6.2,49.5,35.7
2,2,52,0.1145,0.0963,24.5,2.5,-11.3,22,35.8
3,1,132,0.1582,0.149,25.3,-12,-10.5,37.3,35.8
1,1,44,0.0578,0.0437,33.6,-2.8,-2.2,36.4,35.8
3,2,48,0.3402,0.2372,27.5,-7.1,-8.4,34.6,35.9
5,1,30,0.0909,0.0803,33.8,-7.8,-2.1,41.6,35.9
2,1,35,0.1441,0.1143,16.8,-33.2,-19.1,50,35.9
1,2,72,0.1117,0.0864,35.2,10.7,-0.8,24.5,36
6,2,191,0.0784,0.0473,30.7,-13,-5.3,43.7,36
3,1,128,0.1842,0.1512,22.9,-9,-13.2,31.9,36.1
6,1,31,0.1471,0.1136,39.3,-16.7,3.2,56,36.1
3,1,84,0.1225,0.0863,21.3,-22.8,-14.8,44.1,36.1
5,2,119,0.1339,0.1037,33.2,-4.5,-2.9,37.7,36.1
5,1,63,0.0596,0.0483,43.4,-3.4,7.2,46.8,36.2
6,1,58,0.0889,0.0762,35.9,-18.1,-0.3,54,36.2
3,1,48,0.2184,0.1723,28.6,-7.7,-7.6,36.3,36.2
5,1,92,0.0566,0.0384,48,-2.1,11.8,50.1,36.2
5,2,127,0.1143,0.0734,33.2,-6.9,-3,40.1,36.2
2,1,37,0.1556,0.1105,20,-25.8,-16.3,45.8,36.3
6,1,56,0.07,0.049,35.8,-15,-0.5,50.8,36.3
6,1,51,0.1247,0.0917,37.2,-16.1,0.9,53.3,36.3
5,1,29,0.0855,0.0748,36.5,-5.4,0.1,41.9,36.4
1,2,51,0.1061,0.0774,35.9,7,-0.6,28.9,36.5
3,1,131,0.1511,0.137,24.9,-13.7,-11.6,38.6,36.5
5,2,136,0.1013,0.0675,31.1,4.4,-5.4,26.7,36.5
5,1,81,0.0575,0.0484,42.8,-7.8,6.2,50.6,36.6
5,2,124,0.1203,0.0888,37.1,-3,0.5,40.1,36.6
6,1,45,0.1137,0.093,36.4,-11.3,-0.2,47.7,36.6
6,2,174,0.0983,0.0506,32.8,-4.7,-3.9,37.5,36.7
6,2,176,0.098,0.0537,33.3,-4.7,-3.4,38,36.7
6,2,187,0.0881,0.0489,32.3,-1.3,-4.4,33.6,36.7
3,1,110,0.1047,0.09,26.8,-15.3,-9.9,42.1,36.7
5,1,66,0.0637,0.0521,40,-6.2,3.2,46.2,36.8
5,1,74,0.0678,0.0586,43.3,3.8,6.5,39.5,36.8
5,1,68,0.0626,0.0509,40.6,-0.9,3.8,41.5,36.8
6,3,267,0.0774,0.0572,31.6,-15.2,-5.3,46.8,36.9
5,1,54,0.1136,0.101,28.6,-11.6,-8.3,40.2,36.9
6,1,103,0.069,0.0417,32.7,-18.5,-4.2,51.2,36.9
6,3,235,0.1307,0.0869,33.7,-9.4,-3.2,43.1,36.9
2,2,74,0.1478,0.0927,19.6,-26.4,-17.4,46,37
2,1,54,0.121,0.0906,28.9,-22.3,-8.1,51.2,37
3,1,45,0.2145,0.1591,24.9,-10.9,-12.2,35.8,37.1
3,1,74,0.2934,0.2382,23.9,-19.9,-13.2,43.8,37.1
5,1,60,0.0676,0.0527,42,-2.8,4.9,44.8,37.1
6,1,20,0.2089,0.1677,38.5,-14.2,1.4,52.7,37.1
1,1,77,0.0689,0.0525,31.3,-10.1,-5.9,41.4,37.2
3,2,120,0.1989,0.1474,24.2,-14.7,-13,38.9,37.2
5,1,69,0.0614,0.0512,42.6,-1.6,5.4,44.2,37.2
6,1,26,0.1988,0.1578,38.1,-10.9,0.9,49,37.2
6,2,197,0.0815,0.0485,30.8,-6,-6.4,36.8,37.2
